soil_moisture,soil_moisture_error,surface_temperature,latitude,longitude,adjusted_soil_moisture,valid_soil_moisture
,,,61.27113,-179.06639,,0
,,,60.6948,-179.06639,,0
,,,60.128555,-179.06639,,0
,,,59.571827,-179.06639,,0
,,,59.024097,-179.06639,,0
,,,58.484894,-179.06639,,0
,,,57.95379,-179.06639,,0
,,,57.43037,-179.06639,,0
,,,56.91428,-179.06639,,0
,,,56.40517,-179.06639,,0
,,,55.90273,-179.06639,,0
,,,55.40666,-179.06639,,0
,,,54.916687,-179.06639,,0
,,,54.43256,-179.06639,,0
,,,53.954033,-179.06639,,0
,,,53.48089,-179.06639,,0
,,,53.012913,-179.06639,,0
,,,52.549908,-179.06639,,0
,,283.64807,52.091694,-179.06639,,0
,,283.86908,51.63809,-179.06639,,0
,,284.17752,51.18893,-179.06639,,0
,,,78.30298,-178.69295,,0
,,,76.99911,-178.69295,,0
,,,75.81257,-178.69295,,0
,,,74.71601,-178.69295,,0
,,,73.69126,-178.69295,,0
,,,72.725525,-178.69295,,0
,,275.01425,71.80941,-178.69295,,0
,,274.72278,70.935745,-178.69295,,0
,,,70.09893,-178.69295,,0
,,,69.294495,-178.69295,,0
0.277492,,275.04364,68.51881,-178.69295,0.0055498397,1
0.12636429,,275.01074,67.76884,-178.69295,0.0025272858,1
0.122879945,,275.03568,67.04206,-178.69295,0.002457599,1
0.71755576,,275.4068,66.33635,-178.69295,0.014351115,1
,,277.1313,65.64985,-178.69295,,0
,,,64.98099,-178.69295,,0
,,,64.32838,-178.69295,,0
,,,63.690807,-178.69295,,0
,,,63.0672,-178.69295,,0
,,,62.456604,-178.69295,,0
,,,61.858166,-178.69295,,0
,,,61.27113,-178.69295,,0
,,,60.6948,-178.69295,,0
,,,60.128555,-178.69295,,0
,,,59.571827,-178.69295,,0
,,,59.024097,-178.69295,,0
,,,58.484894,-178.69295,,0
,,,57.95379,-178.69295,,0
,,,57.43037,-178.69295,,0
,,,56.91428,-178.69295,,0
,,,56.40517,-178.69295,,0
,,,55.90273,-178.69295,,0
,,,55.40666,-178.69295,,0
,,,54.916687,-178.69295,,0
,,,54.43256,-178.69295,,0
,,,53.954033,-178.69295,,0
,,,53.48089,-178.69295,,0
,,,53.012913,-178.69295,,0
,,,52.549908,-178.69295,,0
,,283.73596,52.091694,-178.69295,,0
,,283.89783,51.63809,-178.69295,,0
,,,78.30298,-178.3195,,0
,,,76.99911,-178.3195,,0
,,,75.81257,-178.3195,,0
,,,74.71601,-178.3195,,0
,,,73.69126,-178.3195,,0
,,,72.725525,-178.3195,,0
,,275.02582,71.80941,-178.3195,,0
,,274.63766,70.935745,-178.3195,,0
,,,70.09893,-178.3195,,0
,,,69.294495,-178.3195,,0
,,275.06775,68.51881,-178.3195,,0
0.13049093,,275.046,67.76884,-178.3195,0.0026098185,1
0.11352097,,275.0061,67.04206,-178.3195,0.0022704194,1
0.15171508,,275.34485,66.33635,-178.3195,0.0030343016,1
0.19618809,,276.773,65.64985,-178.3195,0.0039237617,1
,,,64.98099,-178.3195,,0
,,,64.32838,-178.3195,,0
,,,63.690807,-178.3195,,0
,,,63.0672,-178.3195,,0
,,,62.456604,-178.3195,,0
,,,61.858166,-178.3195,,0
,,,61.27113,-178.3195,,0
,,,60.6948,-178.3195,,0
,,,60.128555,-178.3195,,0
,,,59.571827,-178.3195,,0
,,,59.024097,-178.3195,,0
,,,58.484894,-178.3195,,0
,,,57.95379,-178.3195,,0
,,,57.43037,-178.3195,,0
,,,56.91428,-178.3195,,0
,,,56.40517,-178.3195,,0
,,,55.90273,-178.3195,,0
,,,55.40666,-178.3195,,0
,,,54.916687,-178.3195,,0
,,,54.43256,-178.3195,,0
,,,53.954033,-178.3195,,0
,,,53.48089,-178.3195,,0
,,,53.012913,-178.3195,,0
,,,52.549908,-178.3195,,0
,,283.38803,52.091694,-178.3195,,0
,,,78.30298,-177.94606,,0
,,,76.99911,-177.94606,,0
,,,75.81257,-177.94606,,0
,,,74.71601,-177.94606,,0
,,,73.69126,-177.94606,,0
,,,72.725525,-177.94606,,0
,,275.04346,71.80941,-177.94606,,0
,,274.66617,70.935745,-177.94606,,0
,,,70.09893,-177.94606,,0
,,,69.294495,-177.94606,,0
,,275.07236,68.51881,-177.94606,,0
0.13841234,,275.06512,67.76884,-177.94606,0.0027682467,1
0.12411902,,274.9999,67.04206,-177.94606,0.0024823803,1
0.13528132,,275.13382,66.33635,-177.94606,0.0027056264,1
0.17371795,,276.36356,65.64985,-177.94606,0.003474359,1
,,277.7524,64.98099,-177.94606,,0
,,,64.32838,-177.94606,,0
,,,63.690807,-177.94606,,0
,,,63.0672,-177.94606,,0
,,,62.456604,-177.94606,,0
,,,61.858166,-177.94606,,0
,,,61.27113,-177.94606,,0
,,,60.6948,-177.94606,,0
,,,60.128555,-177.94606,,0
,,,59.571827,-177.94606,,0
,,,59.024097,-177.94606,,0
,,,58.484894,-177.94606,,0
,,,57.95379,-177.94606,,0
,,,57.43037,-177.94606,,0
,,,56.91428,-177.94606,,0
,,,56.40517,-177.94606,,0
,,,55.90273,-177.94606,,0
,,,55.40666,-177.94606,,0
,,,54.916687,-177.94606,,0
,,,54.43256,-177.94606,,0
,,,53.954033,-177.94606,,0
,,,53.48089,-177.94606,,0
,,,53.012913,-177.94606,,0
,,,52.549908,-177.94606,,0
,,,78.30298,-177.57262,,0
,,,76.99911,-177.57262,,0
,,,75.81257,-177.57262,,0
,,,74.71601,-177.57262,,0
,,,73.69126,-177.57262,,0
,,,72.725525,-177.57262,,0
,,275.05548,71.80941,-177.57262,,0
,,274.92554,70.935745,-177.57262,,0
,,,70.09893,-177.57262,,0
,,,69.294495,-177.57262,,0
,,275.07254,68.51881,-177.57262,,0
0.13998231,,275.07227,67.76884,-177.57262,0.0027996462,1
0.121040426,,275.02765,67.04206,-177.57262,0.0024208084,1
0.12263583,,275.06735,66.33635,-177.57262,0.0024527165,1
0.14638893,,276.038,65.64985,-177.57262,0.0029277785,1
,,277.7524,64.98099,-177.57262,,0
,,,64.32838,-177.57262,,0
,,,63.690807,-177.57262,,0
,,,63.0672,-177.57262,,0
,,,62.456604,-177.57262,,0
,,,61.858166,-177.57262,,0
,,,61.27113,-177.57262,,0
,,,60.6948,-177.57262,,0
,,,60.128555,-177.57262,,0
,,,59.571827,-177.57262,,0
,,,59.024097,-177.57262,,0
,,,58.484894,-177.57262,,0
,,,57.95379,-177.57262,,0
,,,57.43037,-177.57262,,0
,,,56.91428,-177.57262,,0
,,,56.40517,-177.57262,,0
,,,55.90273,-177.57262,,0
,,,55.40666,-177.57262,,0
,,,54.916687,-177.57262,,0
,,,54.43256,-177.57262,,0
,,,53.954033,-177.57262,,0
,,,53.48089,-177.57262,,0
,,,78.30298,-177.19917,,0
,,,76.99911,-177.19917,,0
,,,75.81257,-177.19917,,0
,,,74.71601,-177.19917,,0
,,,73.69126,-177.19917,,0
,,,72.725525,-177.19917,,0
,,275.0509,71.80941,-177.19917,,0
,,275.0407,70.935745,-177.19917,,0
,,,70.09893,-177.19917,,0
,,,69.294495,-177.19917,,0
,,275.07224,68.51881,-177.19917,,0
0.17995453,,275.0721,67.76884,-177.19917,0.0035990905,1
0.15201695,,275.06204,67.04206,-177.19917,0.003040339,1
0.112847246,,275.07065,66.33635,-177.19917,0.0022569448,1
0.2284115,,275.85892,65.64985,-177.19917,0.00456823,1
,,,64.98099,-177.19917,,0
,,,64.32838,-177.19917,,0
,,,63.690807,-177.19917,,0
,,,63.0672,-177.19917,,0
,,,62.456604,-177.19917,,0
,,,61.858166,-177.19917,,0
,,,61.27113,-177.19917,,0
,,,60.6948,-177.19917,,0
,,,60.128555,-177.19917,,0
,,,59.571827,-177.19917,,0
,,,59.024097,-177.19917,,0
,,,58.484894,-177.19917,,0
,,,57.95379,-177.19917,,0
,,,57.43037,-177.19917,,0
,,,56.91428,-177.19917,,0
,,,56.40517,-177.19917,,0
,,,55.90273,-177.19917,,0
,,,55.40666,-177.19917,,0
,,,54.916687,-177.19917,,0
,,,54.43256,-177.19917,,0
,,,53.954033,-177.19917,,0
,,,79.76896,-176.82573,,0
,,,78.30298,-176.82573,,0
,,,76.99911,-176.82573,,0
,,,75.81257,-176.82573,,0
,,,74.71601,-176.82573,,0
,,,73.69126,-176.82573,,0
,,,72.725525,-176.82573,,0
,,275.05872,71.80941,-176.82573,,0
,,275.05872,70.935745,-176.82573,,0
,,,70.09893,-176.82573,,0
,,,69.294495,-176.82573,,0
,,275.0721,68.51881,-176.82573,,0
0.22897391,,275.07208,67.76884,-176.82573,0.004579478,1
0.16415878,,275.07184,67.04206,-176.82573,0.0032831754,1
0.12089236,,275.0722,66.33635,-176.82573,0.002417847,1
0.23345421,,275.68704,65.64985,-176.82573,0.004669084,1
,,,64.98099,-176.82573,,0
,,,64.32838,-176.82573,,0
,,,63.690807,-176.82573,,0
,,,63.0672,-176.82573,,0
,,,62.456604,-176.82573,,0
,,,61.858166,-176.82573,,0
,,,61.27113,-176.82573,,0
,,,60.6948,-176.82573,,0
,,,60.128555,-176.82573,,0
,,,59.571827,-176.82573,,0
,,,59.024097,-176.82573,,0
,,,58.484894,-176.82573,,0
,,,57.95379,-176.82573,,0
,,,57.43037,-176.82573,,0
,,,56.91428,-176.82573,,0
,,,56.40517,-176.82573,,0
,,,55.90273,-176.82573,,0
,,,55.40666,-176.82573,,0
,,,54.916687,-176.82573,,0
,,,54.43256,-176.82573,,0
,,,79.76896,-176.45229,,0
,,,78.30298,-176.45229,,0
,,,76.99911,-176.45229,,0
,,,75.81257,-176.45229,,0
,,,74.71601,-176.45229,,0
,,,73.69126,-176.45229,,0
,,,72.725525,-176.45229,,0
,,,71.80941,-176.45229,,0
,,,70.935745,-176.45229,,0
,,,70.09893,-176.45229,,0
,,,69.294495,-176.45229,,0
,,275.0721,68.51881,-176.45229,,0
0.29266682,,275.07208,67.76884,-176.45229,0.0058533363,1
0.17439881,,275.0722,67.04206,-176.45229,0.003487976,1
0.12742539,,275.07224,66.33635,-176.45229,0.0025485076,1
0.13571171,,275.446,65.64985,-176.45229,0.0027142342,1
,,276.63745,64.98099,-176.45229,,0
,,,64.32838,-176.45229,,0
,,,63.690807,-176.45229,,0
,,,63.0672,-176.45229,,0
,,,62.456604,-176.45229,,0
,,,61.858166,-176.45229,,0
,,,61.27113,-176.45229,,0
,,,60.6948,-176.45229,,0
,,,60.128555,-176.45229,,0
,,,59.571827,-176.45229,,0
,,,59.024097,-176.45229,,0
,,,58.484894,-176.45229,,0
,,,57.95379,-176.45229,,0
,,,57.43037,-176.45229,,0
,,,56.91428,-176.45229,,0
,,,56.40517,-176.45229,,0
,,,55.90273,-176.45229,,0
,,,55.40666,-176.45229,,0
,,,54.916687,-176.45229,,0
,,,79.76896,-176.07884,,0
,,,78.30298,-176.07884,,0
,,,76.99911,-176.07884,,0
,,,75.81257,-176.07884,,0
,,,74.71601,-176.07884,,0
,,,73.69126,-176.07884,,0
,,,72.725525,-176.07884,,0
,,275.0721,71.80941,-176.07884,,0
,,275.0721,70.935745,-176.07884,,0
,,,70.09893,-176.07884,,0
,,,69.294495,-176.07884,,0
,,275.0721,68.51881,-176.07884,,0
,,275.07208,67.76884,-176.07884,,0
0.1763994,,275.07208,67.04206,-176.07884,0.0035279877,1
0.124108136,,275.07208,66.33635,-176.07884,0.0024821626,1
0.10104702,,275.195,65.64985,-176.07884,0.0020209402,1
,,276.22006,64.98099,-176.07884,,0
,,,64.32838,-176.07884,,0
,,,63.690807,-176.07884,,0
,,,63.0672,-176.07884,,0
,,,62.456604,-176.07884,,0
,,,61.858166,-176.07884,,0
,,,61.27113,-176.07884,,0
,,,60.6948,-176.07884,,0
,,,60.128555,-176.07884,,0
,,,59.571827,-176.07884,,0
,,,59.024097,-176.07884,,0
,,,58.484894,-176.07884,,0
,,,57.95379,-176.07884,,0
,,,57.43037,-176.07884,,0
,,,56.91428,-176.07884,,0
,,,56.40517,-176.07884,,0
,,,55.90273,-176.07884,,0
,,,55.40666,-176.07884,,0
,,,79.76896,-175.7054,,0
,,,78.30298,-175.7054,,0
,,,76.99911,-175.7054,,0
,,,75.81257,-175.7054,,0
,,,74.71601,-175.7054,,0
,,,73.69126,-175.7054,,0
,,,72.725525,-175.7054,,0
,,275.0721,71.80941,-175.7054,,0
,,275.0721,70.935745,-175.7054,,0
,,,70.09893,-175.7054,,0
,,,69.294495,-175.7054,,0
,,275.0721,68.51881,-175.7054,,0
,,275.07208,67.76884,-175.7054,,0
0.184877,,275.07205,67.04206,-175.7054,0.0036975397,1
0.1326452,,275.07205,66.33635,-175.7054,0.002652904,1
0.1041748,,275.09238,65.64985,-175.7054,0.002083496,1
,,275.89706,64.98099,-175.7054,,0
,,276.9863,64.32838,-175.7054,,0
,,,63.690807,-175.7054,,0
,,,63.0672,-175.7054,,0
,,,62.456604,-175.7054,,0
,,,61.858166,-175.7054,,0
,,,61.27113,-175.7054,,0
,,,60.6948,-175.7054,,0
,,,60.128555,-175.7054,,0
,,,59.571827,-175.7054,,0
,,,59.024097,-175.7054,,0
,,,58.484894,-175.7054,,0
,,,57.95379,-175.7054,,0
,,,57.43037,-175.7054,,0
,,,56.91428,-175.7054,,0
,,,56.40517,-175.7054,,0
,,,55.90273,-175.7054,,0
,,,79.76896,-175.33195,,0
,,,78.30298,-175.33195,,0
,,,76.99911,-175.33195,,0
,,,75.81257,-175.33195,,0
,,,74.71601,-175.33195,,0
,,,73.69126,-175.33195,,0
,,,72.725525,-175.33195,,0
,,275.0721,71.80941,-175.33195,,0
,,275.0721,70.935745,-175.33195,,0
,,,70.09893,-175.33195,,0
,,,69.294495,-175.33195,,0
,,275.0721,68.51881,-175.33195,,0
,,275.07208,67.76884,-175.33195,,0
0.2321388,,275.07208,67.04206,-175.33195,0.0046427757,1
0.14104699,,275.07208,66.33635,-175.33195,0.0028209398,1
0.11177938,,275.0735,65.64985,-175.33195,0.0022355875,1
0.19207086,,275.722,64.98099,-175.33195,0.0038414171,1
,,276.8891,64.32838,-175.33195,,0
,,,63.690807,-175.33195,,0
,,,63.0672,-175.33195,,0
,,,62.456604,-175.33195,,0
,,,61.858166,-175.33195,,0
,,,61.27113,-175.33195,,0
,,,60.6948,-175.33195,,0
,,,60.128555,-175.33195,,0
,,,59.571827,-175.33195,,0
,,,59.024097,-175.33195,,0
,,,58.484894,-175.33195,,0
,,,57.95379,-175.33195,,0
,,,57.43037,-175.33195,,0
,,,56.91428,-175.33195,,0
,,,56.40517,-175.33195,,0
,,,79.76896,-174.95851,,0
,,,78.30298,-174.95851,,0
,,,76.99911,-174.95851,,0
,,,75.81257,-174.95851,,0
,,,74.71601,-174.95851,,0
,,,73.69126,-174.95851,,0
,,,72.725525,-174.95851,,0
,,275.0721,71.80941,-174.95851,,0
,,275.0721,70.935745,-174.95851,,0
,,,70.09893,-174.95851,,0
,,,69.294495,-174.95851,,0
,,,68.51881,-174.95851,,0
,,275.07208,67.76884,-174.95851,,0
0.32886064,,275.07227,67.04206,-174.95851,0.006577213,1
0.16158219,,275.07214,66.33635,-174.95851,0.0032316437,1
0.1218655,,275.07208,65.64985,-174.95851,0.00243731,1
0.12784904,,275.58405,64.98099,-174.95851,0.0025569808,1
,,276.5285,64.32838,-174.95851,,0
,,,63.690807,-174.95851,,0
,,,63.0672,-174.95851,,0
,,,62.456604,-174.95851,,0
,,,61.858166,-174.95851,,0
,,,61.27113,-174.95851,,0
,,,60.6948,-174.95851,,0
,,,60.128555,-174.95851,,0
,,,59.571827,-174.95851,,0
,,,59.024097,-174.95851,,0
,,,58.484894,-174.95851,,0
,,,57.95379,-174.95851,,0
,,,57.43037,-174.95851,,0
,,,56.91428,-174.95851,,0
,,,79.76896,-174.58507,,0
,,,78.30298,-174.58507,,0
,,,76.99911,-174.58507,,0
,,,75.81257,-174.58507,,0
,,,74.71601,-174.58507,,0
,,,73.69126,-174.58507,,0
,,,72.725525,-174.58507,,0
,,,71.80941,-174.58507,,0
,,,70.935745,-174.58507,,0
,,,70.09893,-174.58507,,0
,,,69.294495,-174.58507,,0
,,,68.51881,-174.58507,,0
,,275.07214,67.76884,-174.58507,,0
,,275.07324,67.04206,-174.58507,,0
0.6828101,,275.07285,66.33635,-174.58507,0.013656203,1
0.121467434,,275.07205,65.64985,-174.58507,0.0024293486,1
0.13511625,,275.3501,64.98099,-174.58507,0.002702325,1
,,276.27087,64.32838,-174.58507,,0
,,,63.690807,-174.58507,,0
,,,63.0672,-174.58507,,0
,,,62.456604,-174.58507,,0
,,,61.858166,-174.58507,,0
,,,61.27113,-174.58507,,0
,,,60.6948,-174.58507,,0
,,,60.128555,-174.58507,,0
,,,59.571827,-174.58507,,0
,,,59.024097,-174.58507,,0
,,,58.484894,-174.58507,,0
,,,57.95379,-174.58507,,0
,,,57.43037,-174.58507,,0
,,,79.76896,-174.21162,,0
,,,78.30298,-174.21162,,0
,,,76.99911,-174.21162,,0
,,,75.81257,-174.21162,,0
,,,74.71601,-174.21162,,0
,,,73.69126,-174.21162,,0
,,,72.725525,-174.21162,,0
,,,71.80941,-174.21162,,0
,,,70.935745,-174.21162,,0
,,,70.09893,-174.21162,,0
,,,69.294495,-174.21162,,0
,,,68.51881,-174.21162,,0
,,275.07248,67.76884,-174.21162,,0
,,275.07336,67.04206,-174.21162,,0
0.21812353,,275.0734,66.33635,-174.21162,0.0043624705,1
0.12964201,,275.07205,65.64985,-174.21162,0.0025928402,1
0.11885002,,275.09854,64.98099,-174.21162,0.0023770004,1
,,276.75476,64.32838,-174.21162,,0
,,,63.690807,-174.21162,,0
,,,63.0672,-174.21162,,0
,,,62.456604,-174.21162,,0
,,,61.858166,-174.21162,,0
,,,61.27113,-174.21162,,0
,,,60.6948,-174.21162,,0
,,,60.128555,-174.21162,,0
,,,59.571827,-174.21162,,0
,,,59.024097,-174.21162,,0
,,,58.484894,-174.21162,,0
,,,57.95379,-174.21162,,0
,,,79.76896,-173.83818,,0
,,,78.30298,-173.83818,,0
,,,76.99911,-173.83818,,0
,,,75.81257,-173.83818,,0
,,,74.71601,-173.83818,,0
,,,73.69126,-173.83818,,0
,,,72.725525,-173.83818,,0
,,,71.80941,-173.83818,,0
,,,70.935745,-173.83818,,0
,,,70.09893,-173.83818,,0
,,,69.294495,-173.83818,,0
,,,68.51881,-173.83818,,0
,,,67.76884,-173.83818,,0
,,275.07242,67.04206,-173.83818,,0
0.66214406,,275.07233,66.33635,-173.83818,0.013242881,1
0.12952906,,275.07303,65.64985,-173.83818,0.002590581,1
0.11763638,,275.07944,64.98099,-173.83818,0.0023527276,1
,,276.38412,64.32838,-173.83818,,0
,,,63.690807,-173.83818,,0
,,,63.0672,-173.83818,,0
,,,62.456604,-173.83818,,0
,,,61.858166,-173.83818,,0
,,,61.27113,-173.83818,,0
,,278.446,60.6948,-173.83818,,0
,,278.51663,60.128555,-173.83818,,0
,,,59.571827,-173.83818,,0
,,,59.024097,-173.83818,,0
,,,58.484894,-173.83818,,0
,,,57.95379,-173.83818,,0
,,,79.76896,-173.46474,,0
,,,78.30298,-173.46474,,0
,,,76.99911,-173.46474,,0
,,,75.81257,-173.46474,,0
,,,74.71601,-173.46474,,0
,,,73.69126,-173.46474,,0
,,,72.725525,-173.46474,,0
,,,71.80941,-173.46474,,0
,,,70.935745,-173.46474,,0
,,,70.09893,-173.46474,,0
,,,69.294495,-173.46474,,0
,,,68.51881,-173.46474,,0
,,275.07208,67.76884,-173.46474,,0
0.65813273,,275.07205,67.04206,-173.46474,0.013162654,1
0.16757773,,275.07208,66.33635,-173.46474,0.0033515545,1
0.12838012,,275.07742,65.64985,-173.46474,0.0025676023,1
0.12690057,,275.08844,64.98099,-173.46474,0.0025380114,1
,,276.4369,64.32838,-173.46474,,0
,,,63.690807,-173.46474,,0
,,,63.0672,-173.46474,,0
,,278.309,62.456604,-173.46474,,0
,,278.309,61.858166,-173.46474,,0
,,,61.27113,-173.46474,,0
,,278.54724,60.6948,-173.46474,,0
,,278.68488,60.128555,-173.46474,,0
,,,59.571827,-173.46474,,0
,,,59.024097,-173.46474,,0
,,,58.484894,-173.46474,,0
,,,81.48033,-173.0913,,0
,,,79.76896,-173.0913,,0
,,,78.30298,-173.0913,,0
,,,76.99911,-173.0913,,0
,,,75.81257,-173.0913,,0
,,,74.71601,-173.0913,,0
,,,73.69126,-173.0913,,0
,,,72.725525,-173.0913,,0
,,,71.80941,-173.0913,,0
,,,70.935745,-173.0913,,0
,,,70.09893,-173.0913,,0
,,,69.294495,-173.0913,,0
,,,68.51881,-173.0913,,0
,,275.07208,67.76884,-173.0913,,0
,,275.07208,67.04206,-173.0913,,0
0.13045499,,275.07208,66.33635,-173.0913,0.0026090997,1
0.12658808,,275.07886,65.64985,-173.0913,0.0025317615,1
0.14104058,,275.21323,64.98099,-173.0913,0.0028208115,1
0.3638878,,276.74088,64.32838,-173.0913,0.0072777555,1
,,,63.690807,-173.0913,,0
,,,63.0672,-173.0913,,0
,,278.309,62.456604,-173.0913,,0
,,278.30902,61.858166,-173.0913,,0
,,,61.27113,-173.0913,,0
,,278.91043,60.6948,-173.0913,,0
,,279.06516,60.128555,-173.0913,,0
,,,59.571827,-173.0913,,0
,,,59.024097,-173.0913,,0
,,,81.48033,-172.71785,,0
,,,79.76896,-172.71785,,0
,,,78.30298,-172.71785,,0
,,,76.99911,-172.71785,,0
,,,75.81257,-172.71785,,0
,,,74.71601,-172.71785,,0
,,,73.69126,-172.71785,,0
,,,72.725525,-172.71785,,0
,,,71.80941,-172.71785,,0
,,,70.935745,-172.71785,,0
,,,70.09893,-172.71785,,0
,,,69.294495,-172.71785,,0
,,,68.51881,-172.71785,,0
,,275.07208,67.76884,-172.71785,,0
,,275.07214,67.04206,-172.71785,,0
0.1247151,,275.07217,66.33635,-172.71785,0.0024943019,1
0.26424092,,275.26562,65.64985,-172.71785,0.0052848184,1
0.14905256,,275.79364,64.98099,-172.71785,0.002981051,1
,,277.1136,64.32838,-172.71785,,0
,,,63.690807,-172.71785,,0
,,,63.0672,-172.71785,,0
,,278.309,62.456604,-172.71785,,0
,,278.30902,61.858166,-172.71785,,0
,,,61.27113,-172.71785,,0
,,279.24814,60.6948,-172.71785,,0
,,279.4191,60.128555,-172.71785,,0
,,,59.571827,-172.71785,,0
,,,81.48033,-172.34439,,0
,,,79.76896,-172.34439,,0
,,,78.30298,-172.34439,,0
,,,76.99911,-172.34439,,0
,,,75.81257,-172.34439,,0
,,,74.71601,-172.34439,,0
,,,73.69126,-172.34439,,0
,,,72.725525,-172.34439,,0
,,,71.80941,-172.34439,,0
,,,70.935745,-172.34439,,0
,,,70.09893,-172.34439,,0
,,,69.294495,-172.34439,,0
,,,68.51881,-172.34439,,0
,,,67.76884,-172.34439,,0
,,275.07224,67.04206,-172.34439,,0
0.12698397,,275.07224,66.33635,-172.34439,0.0025396794,1
0.68194103,,275.60495,65.64985,-172.34439,0.0136388205,1
0.5754233,,276.49835,64.98099,-172.34439,0.011508466,1
,,277.26437,64.32838,-172.34439,,0
,,277.79004,63.690807,-172.34439,,0
,,278.37146,63.0672,-172.34439,,0
,,278.8633,62.456604,-172.34439,,0
,,278.8633,61.858166,-172.34439,,0
,,,61.27113,-172.34439,,0
,,279.33646,60.6948,-172.34439,,0
,,279.43094,60.128555,-172.34439,,0
,,,59.571827,-172.34439,,0
,,,81.48033,-171.97095,,0
,,,79.76896,-171.97095,,0
,,,78.30298,-171.97095,,0
